Total Household Income,Region,Total Food Expenditure,Main Source of Income,Agricultural Household indicator,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Imputed House Rental Value,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure,Crop Farming and Gardening expenses,Total Income from Entrepreneurial Acitivites,Household Head Sex,Household Head Age,Household Head Marital Status,Household Head Highest Grade Completed,Household Head Job or Business Indicator,Household Head Occupation,Household Head Class of Worker,Type of Household,Total Number of Family members,Members with age less than 5 year old,Members with age 5 - 17 years old,Total number of family members employed,Type of Building/House,Type of Roof,Type of Walls,House Floor Area,House Age,Number of bedrooms,Tenure Status,Toilet Facilities,Electricity,Main Source of Water Supply,Number of Television,Number of CD/VCD/DVD,Number of Component/Stereo set,Number of Refrigerator/Freezer,Number of Washing Machine,Number of Airconditioner,"Number of Car, Jeep, Van",Number of Landline/wireless telephones,Number of Cellular phone,Number of Personal Computer,Number of Stove with Oven/Gas Range,Number of Motorized Banca,Number of Motorcycle/Tricycle,Region_clean
102214, ARMM,63081,Enterpreneurial Activities,1,35610,31880,2868,6467,1010,4021,3460,4970,1800,2415,8628,3600,705,4824,612,700,3138,0,85414,85414,Male,62,Married,Elementary Graduate,With Job/Business,Root crops farmers,Self-employed wihout any employee,Single Family,7,0,3,0,Single house,"Light material (cogon,nipa,anahaw)",Light,38,6,1,"Own house, rent-free lot with consent of owner",Closed pit,0,"Lake, river, rain and others",0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
129667, ARMM,76200,Enterpreneurial Activities,1,42685,40612,2329,8222,1388,3048,8600,1725,576,4150,11940,4800,620,6720,1416,23800,4590,0,80905,102767,Male,54,Married,Third Year High School,With Job/Business,Root crops farmers,Self-employed wihout any employee,Single Family,8,0,4,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,42,9,2,Own or owner-like possession of house and lot,Open pit,0,"Lake, river, rain and others",0,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
200437, ARMM,67649,Wage/Salaries,0,30722,27504,3711,8100,1423,2408,9335,462,0,5365,17730,9900,215,3222,1464,500,10446,0,0,25649,Male,31,Married,High School Graduate,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Single Family,6,0,4,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,78,15,2,Own or owner-like possession of house and lot,Closed pit,0,"Lake, river, rain and others",0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
129318, ARMM,97926,Enterpreneurial Activities,1,19958,16974,1700,6525,1330,2290,58450,497,1560,5970,14106,7200,1115,13584,2718,18510,6810,0,67518,107718,Male,50,Married,High School Graduate,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,8,0,3,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,56,12,2,Own or owner-like possession of house and lot,Open pit,0,"Lake, river, rain and others",0,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
84767, ARMM,48835,Enterpreneurial Activities,1,25933,21696,2555,7663,880,2766,500,1536,900,0,8454,3600,0,2460,0,0,1890,0,64617,64617,Male,29,Married,Elementary Graduate,With Job/Business,Root crops farmers,Self-employed wihout any employee,Single Family,5,1,2,0,Single house,"Light material (cogon,nipa,anahaw)",Light,24,5,1,"Own house, rent-free lot with consent of owner",Open pit,0,"Lake, river, rain and others",0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
162565, ARMM,68777,Enterpreneurial Activities,1,26488,23906,1670,17846,1795,2193,7950,346,672,1720,11166,5400,1080,5160,384,300,3318,0,0,145965,Male,32,Married,High School Graduate,With Job/Business,Inland and coastal waters fishermen,Self-employed wihout any employee,Single Family,6,1,3,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,32,8,1,Own or owner-like possession of house and lot,Open pit,0,"Lake, river, rain and others",0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
113357, ARMM,48120,Enterpreneurial Activities,1,27782,25662,1945,4300,715,3886,2700,900,300,1865,10326,5400,0,5616,1044,23840,3498,0,97289,97289,Male,59,Married,Elementary Graduate,With Job/Business,Root crops farmers,Self-employed wihout any employee,Single Family,5,0,1,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,48,15,1,Own or owner-like possession of house and lot,Open pit,0,"Lake, river, rain and others",0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
263130, ARMM,49863,Wage/Salaries,0,28695,26052,1801,6501,1459,2128,1600,371,0,6610,18750,10200,580,8160,1464,200,6540,0,0,0,Male,27,Married,Computing/Information Technology Programs,With Job/Business,Production clerks,Worked for private establishment,Single Family,5,1,2,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,68,9,3,Own or owner-like possession of house and lot,Closed pit,0,"Lake, river, rain and others",0,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
88158, ARMM,52378,Enterpreneurial Activities,1,25868,21696,2580,7129,1350,3127,3840,1244,0,135,8064,3600,240,3600,438,300,2112,0,74586,74586,Male,50,Married,Grade 6,With Job/Business,Root crops farmers,Self-employed wihout any employee,Single Family,4,0,2,0,Single house,"Light material (cogon,nipa,anahaw)",Light,28,3,1,"Own house, rent-free lot with consent of owner",Closed pit,0,"Lake, river, rain and others",0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
50423, ARMM,24213,Enterpreneurial Activities,1,14744,14124,850,2283,1215,1136,0,0,540,1680,6696,3300,44,1860,432,0,2394,0,44258,44258,Female,43,Widowed,Elementary Graduate,No Job/Business,,,Single Family,2,0,0,0,Single house,"Light material (cogon,nipa,anahaw)",Light,80,15,2,Rent-free house and lot without consent of owner,Open pit,0,Peddler,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
75302, ARMM,38869,Enterpreneurial Activities,1,20777,19290,1340,5244,1685,2084,1200,0,0,2130,6954,2400,470,2100,720,0,1626,0,58952,58952,Male,29,Married,High School Graduate,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,5,3,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,82,8,1,Own or owner-like possession of house and lot,Closed pit,0,Peddler,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
77694, ARMM,43245,Enterpreneurial Activities,1,25956,25308,1100,5588,1930,2070,0,0,1030,3585,8880,3000,430,3480,318,280,2406,0,60194,60194,Male,55,Married,Elementary Graduate,With Job/Business,Root crops farmers,Self-employed wihout any employee,Single Family,7,0,5,0,Single house,"Light material (cogon,nipa,anahaw)",Light,50,17,2,Own or owner-like possession of house and lot,Others,0,Peddler,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
61026, ARMM,29454,Enterpreneurial Activities,1,17437,16882,1150,3129,1430,1510,0,0,0,2380,8970,4800,1052,1680,0,0,1674,0,47076,47076,Male,31,Married,Elementary Graduate,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,4,2,0,0,Single house,"Light material (cogon,nipa,anahaw)",Light,36,4,1,Own or owner-like possession of house and lot,Others,0,Peddler,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
74329, ARMM,26391,Enterpreneurial Activities,1,10708,9976,800,4433,1472,2351,0,0,1690,520,9150,3000,570,2820,240,2010,3300,0,58729,58729,Male,48,Married,Grade 2,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,4,0,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,80,17,1,Own or owner-like possession of house and lot,Open pit,0,Peddler,0,0,0,0,0,0,0,0,1,0,0,0,1,ARMM
57850, ARMM,27819,Enterpreneurial Activities,1,17058,16323,1250,2489,1248,1509,0,0,1040,1510,6402,2400,200,2946,522,0,1332,0,52570,52570,Male,58,Widowed,No Grade Completed,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,2,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,50,15,1,Own or owner-like possession of house and lot,Closed pit,0,Peddler,0,0,0,0,0,0,0,0,1,0,0,0,1,ARMM
84615, ARMM,41645,Enterpreneurial Activities,1,24616,23906,2200,4957,1715,2461,0,0,0,4655,9660,4200,520,1920,0,1710,1716,0,67285,67285,Male,40,Married,No Grade Completed,With Job/Business,Root crops farmers,Self-employed wihout any employee,Single Family,6,0,4,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,96,35,4,Own or owner-like possession of house and lot,Open pit,0,Peddler,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
82164, ARMM,44316,Enterpreneurial Activities,1,26937,25920,950,4693,2600,3070,210,0,0,2435,11460,4800,789,2910,324,350,1944,0,61774,61774,Male,29,Married,Elementary Graduate,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,8,2,3,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,80,20,1,Own or owner-like possession of house and lot,Open pit,0,Peddler,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
78282, ARMM,34638,Enterpreneurial Activities,1,19690,18676,1150,2890,1860,3827,0,0,1080,3270,8238,3000,180,2340,0,250,1584,0,63132,63132,Male,41,Married,Third Year High School,With Job/Business,Root crops farmers,Self-employed wihout any employee,Single Family,6,0,4,0,Single house,"Light material (cogon,nipa,anahaw)",Light,100,25,1,"Own house, rent-free lot with consent of owner","Water-sealed, other depository, used exclusively by household",0,Peddler,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
66845, ARMM,37041,Enterpreneurial Activities,1,22916,21982,300,3606,1415,1610,0,0,300,2570,9150,4200,175,2340,0,0,2010,0,53475,53475,Male,28,Married,High School Graduate,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,5,2,1,0,Single house,"Light material (cogon,nipa,anahaw)",Light,110,20,0,Own or owner-like possession of house and lot,Open pit,0,Peddler,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
58274, ARMM,25882,Enterpreneurial Activities,1,14957,14280,850,2514,1520,2209,200,0,35,1730,7410,3000,169,2280,0,0,1326,0,46574,46574,Male,21,Married,High School Graduate,With Job/Business,Root crops farmers,Self-employed wihout any employee,Single Family,4,2,0,0,Single house,"Light material (cogon,nipa,anahaw)",Light,64,6,1,"Own house, rent-free lot with consent of owner",,0,Peddler,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
91972, ARMM,46548,Enterpreneurial Activities,1,30736,29664,1910,4504,2118,1585,0,0,750,4690,12330,5400,510,2532,690,1140,1938,0,70422,70422,Male,51,Married,Elementary Graduate,With Job/Business,Coconut farmers,Self-employed wihout any employee,Extended Family,8,0,4,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,40,25,0,Own or owner-like possession of house and lot,Closed pit,0,Peddler,0,0,0,0,0,0,0,0,1,0,0,1,0,ARMM
95790, ARMM,53163,Enterpreneurial Activities,1,38317,37338,1250,4413,2365,2380,0,0,0,2540,9924,3600,550,4020,0,0,1878,0,75540,75540,Female,28,Divorced/Separated,Third Year High School,With Job/Business,Coconut farmers,Self-employed wihout any employee,Extended Family,8,4,1,0,Single house,"Light material (cogon,nipa,anahaw)",Light,36,16,0,Own or owner-like possession of house and lot,Others,0,Peddler,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
56812, ARMM,20509,Enterpreneurial Activities,1,10264,9696,450,2142,950,1270,150,0,720,1180,7320,3600,799,1440,216,0,1254,0,50452,50452,Male,35,Married,Elementary Graduate,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,2,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,120,5,0,Own or owner-like possession of house and lot,Open pit,0,Peddler,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
92604, ARMM,40371,Enterpreneurial Activities,1,18562,17802,875,4189,3725,2525,1800,0,1140,2810,15120,7200,320,2682,318,380,1812,0,71729,71729,Male,60,Married,No Grade Completed,With Job/Business,Coconut farmers,Self-employed wihout any employee,Extended Family,8,0,3,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,110,3,1,Own or owner-like possession of house and lot,Open pit,0,Peddler,0,0,0,0,0,0,0,0,1,0,0,0,1,ARMM
76320, ARMM,49507,Enterpreneurial Activities,1,32552,31746,700,4657,2110,2508,420,0,0,4025,10170,4800,467,3000,1440,730,996,0,58780,58780,Male,38,Married,Elementary Graduate,With Job/Business,Root crops farmers,Self-employed wihout any employee,Single Family,8,1,5,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,21,20,1,Own or owner-like possession of house and lot,"Water-sealed, other depository, shared with other household",0,Peddler,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
119750, ARMM,53837,Enterpreneurial Activities,1,32760,31680,1100,4877,1579,2955,3000,0,780,6140,13770,6600,1270,5400,750,480,2964,0,65100,65100,Male,42,Married,First Year College,With Job/Business,Root crops farmers,Self-employed wihout any employee,Single Family,10,1,4,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,50,3,1,Own or owner-like possession of house and lot,Others,0,Peddler,0,0,0,0,0,0,0,0,1,0,0,0,1,ARMM
81703, ARMM,55845,Enterpreneurial Activities,1,40118,39130,1150,3468,3020,2130,0,0,0,1655,8340,3000,190,1860,630,0,1494,0,68353,68353,Male,36,Married,Elementary Graduate,With Job/Business,Coconut farmers,Self-employed wihout any employee,Extended Family,8,0,4,0,Single house,"Light material (cogon,nipa,anahaw)",Light,80,15,1,Own or owner-like possession of house and lot,Closed pit,0,Peddler,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
103780, ARMM,73572,Enterpreneurial Activities,1,48198,46995,1750,4510,2270,2645,6000,0,910,3975,11700,5400,1355,3780,738,730,3150,0,80930,80930,Male,40,Married,Grade 5,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,10,0,7,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,96,20,2,Own or owner-like possession of house and lot,Others,0,Peddler,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
92205, ARMM,60075,Enterpreneurial Activities,0,42169,39714,2430,5366,1745,2630,0,0,0,3815,12318,5400,60,3180,396,860,2082,0,0,72260,Male,44,Married,First Year College,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Single Family,7,1,4,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,80,15,1,Own or owner-like possession of house and lot,Closed pit,0,Peddler,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
90321, ARMM,51257,Enterpreneurial Activities,1,30718,29592,1300,4774,2785,1670,2202,0,720,3070,10260,3600,396,2820,198,640,2298,0,73596,73596,Male,54,Married,Grade 1,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,8,0,3,0,Single house,"Light material (cogon,nipa,anahaw)",Light,16,20,2,Own or owner-like possession of house and lot,Others,0,Peddler,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
172566, ARMM,55643,Enterpreneurial Activities,0,36043,34684,1100,7371,1570,1600,720,0,990,3860,11640,5400,545,12660,636,450,2100,0,0,152296,Male,34,Married,First Year College,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Single Family,8,1,5,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,60,20,2,Own or owner-like possession of house and lot,Closed pit,0,Peddler,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
93030, ARMM,48000,Enterpreneurial Activities,1,30121,28830,1250,5176,1340,2060,2100,0,0,2355,9480,2700,370,2220,432,250,1650,0,76820,76820,Male,45,Married,High School Graduate,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,7,0,5,0,Single house,"Light material (cogon,nipa,anahaw)",Light,80,12,1,Own or owner-like possession of house and lot,Open pit,0,Peddler,0,0,0,0,0,0,0,0,0,0,0,0,0,ARMM
97131, ARMM,44445,Enterpreneurial Activities,1,29587,28596,1250,3308,2405,2077,0,0,810,1845,10980,3600,1180,1920,630,15350,2838,0,75531,75531,Male,39,Married,First Year College,With Job/Business,Coconut farmers,Self-employed wihout any employee,Single Family,8,2,4,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Light,25,15,0,Own or owner-like possession of house and lot,Open pit,0,Peddler,0,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
126116, ARMM,89915,Enterpreneurial Activities,0,44445,41730,1675,18458,2525,4483,3940,0,1080,2505,12750,6600,482,3480,1068,600,2718,0,0,110266,Male,46,Married,Grade 5,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Single Family,7,0,5,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,40,20,2,Own or owner-like possession of house and lot,Closed pit,0,Peddler,0,0,0,0,0,0,0,0,2,0,0,0,1,ARMM
64640, ARMM,43036,Enterpreneurial Activities,1,22811,18590,2362,3769,2465,3118,0,0,1040,1180,9336,4200,75,2280,720,360,4272,500,53900,53900,Male,54,Married,Elementary Graduate,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,5,0,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,26,2,Own or owner-like possession of house and lot,Closed pit,1,"Lake, river, rain and others",1,1,0,1,0,0,0,0,2,0,0,0,0,ARMM
68692, ARMM,46814,Enterpreneurial Activities,1,22870,18980,4269,4730,2270,4199,0,0,1820,1465,9606,5400,50,3120,540,753,2250,500,60722,60722,Male,40,Widowed,First Year High School,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,4,0,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,20,20,2,Own or owner-like possession of house and lot,Closed pit,1,"Lake, river, rain and others",1,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
74372, ARMM,48583,Enterpreneurial Activities,1,27017,23140,3115,3821,1292,3513,300,0,1330,1115,12468,6000,100,2520,540,370,2358,500,64752,64752,Male,32,Married,Grade 5,With Job/Business,Corn farmers,Worked without pay in own family-operated farm or business,Single Family,5,1,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,25,15,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Lake, river, rain and others",1,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
66250, ARMM,33624,Enterpreneurial Activities,0,12755,10530,2500,4390,1383,2884,300,0,1235,1170,10128,6000,45,2160,360,0,2280,500,0,58100,Male,72,Married,Second Year College,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Worked without pay in own family-operated farm or business,Single Family,2,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,25,28,2,Own or owner-like possession of house and lot,Closed pit,1,"Lake, river, rain and others",1,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
81505, ARMM,43403,Enterpreneurial Activities,1,24923,21190,3859,2423,1697,1827,300,0,1820,1075,12564,6000,45,2640,660,7320,3684,700,71900,71900,Male,40,Married,First Year High School,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,5,0,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,25,20,2,Own or owner-like possession of house and lot,Closed pit,1,"Lake, river, rain and others",1,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
70780, ARMM,28931,Enterpreneurial Activities,0,13143,10215,1933,1580,912,1517,300,0,1365,1510,9996,4800,135,2280,720,1730,2862,500,0,64000,Male,49,Married,Second Year High School,With Job/Business,General managers/managing proprietors in construction,Worked without pay in own family-operated farm or business,Single Family,4,0,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,25,17,2,Own or owner-like possession of house and lot,Closed pit,1,"Lake, river, rain and others",1,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
58500, ARMM,29298,Enterpreneurial Activities,0,12974,11336,1388,2640,1344,2380,300,0,0,705,10176,6000,70,2280,540,0,2094,500,0,50500,Male,58,Married,Third Year College,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Single Family,2,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,20,23,2,Own or owner-like possession of house and lot,Closed pit,1,"Lake, river, rain and others",1,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
83764, ARMM,45880,Enterpreneurial Activities,0,25403,21580,3019,3776,1462,3034,240,0,1365,1570,13302,5400,45,2520,900,6890,3624,900,0,72600,Male,43,Married,Elementary Graduate,With Job/Business,Market and sidewalk stall vendors,Self-employed wihout any employee,Single Family,8,0,6,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,21,2,Own or owner-like possession of house and lot,Closed pit,1,"Lake, river, rain and others",1,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
87610, ARMM,43321,Enterpreneurial Activities,0,20858,15480,2209,3321,1962,2617,414,0,0,1545,12930,6000,55,2640,900,13150,4422,700,0,80140,Female,47,Widowed,Third Year College,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Single Family,8,0,4,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,19,3,Own or owner-like possession of house and lot,Closed pit,1,"Lake, river, rain and others",1,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
322024, ARMM,59204,Wage/Salaries,0,21830,17160,4480,4666,2793,4568,1800,0,1820,4070,17106,5400,410,3360,8700,20660,21600,1000,0,46400,Male,44,Married,Second Year High School,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Single Family,3,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,25,28,2,Own or owner-like possession of house and lot,Closed pit,1,"Lake, river, rain and others",1,1,0,0,1,1,0,0,4,0,0,0,0,ARMM
69605, ARMM,46198,Enterpreneurial Activities,1,25670,22100,1512,4165,1367,2530,600,0,1365,1255,12420,6000,45,2280,660,278,1884,500,60835,60835,Male,38,Married,Second Year High School,With Job/Business,Corn farmers,Worked without pay in own family-operated farm or business,Single Family,5,0,3,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,25,14,2,Own or owner-like possession of house and lot,Closed pit,1,"Lake, river, rain and others",1,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
50884, ARMM,31322,Enterpreneurial Activities,0,13470,10686,1942,3538,1227,2204,300,0,1365,1000,9060,4800,40,2520,480,0,2568,700,0,44900,Female,71,Widowed,No Grade Completed,No Job/Business,,,Single Family,2,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,25,32,2,Own or owner-like possession of house and lot,Closed pit,1,"Lake, river, rain and others",1,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
57370, ARMM,36486,Enterpreneurial Activities,1,19810,16640,1172,5249,847,1749,240,0,1365,1115,10428,6000,155,2160,540,0,4032,300,0,49300,Male,28,Married,Grade 5,With Job/Business,Inland and coastal waters fishermen,Self-employed wihout any employee,Single Family,3,1,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,20,15,2,Own or owner-like possession of house and lot,Closed pit,1,"Lake, river, rain and others",1,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
69310, ARMM,42849,Enterpreneurial Activities,1,23758,21086,2269,3024,1251,2250,300,0,1365,1335,12348,6000,110,2280,540,406,4524,600,0,60100,Male,35,Married,Grade 3,With Job/Business,Inland and coastal waters fishermen,Self-employed wihout any employee,Single Family,5,1,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,25,18,2,Own or owner-like possession of house and lot,Closed pit,1,"Lake, river, rain and others",1,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
71640, ARMM,44487,Enterpreneurial Activities,1,27481,23712,2269,2675,1135,1737,300,0,1820,1025,11442,6000,165,2640,660,413,3924,500,61520,61520,Male,35,Married,Grade 4,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,5,1,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,25,17,2,Own or owner-like possession of house and lot,Closed pit,1,"Lake, river, rain and others",1,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
58060, ARMM,42711,Enterpreneurial Activities,0,18318,15990,3435,4374,1681,2382,300,0,1690,1480,9996,5400,40,2640,900,0,3396,500,0,50400,Male,56,Married,First Year High School,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Worked without pay in own family-operated farm or business,Single Family,3,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,20,20,2,Own or owner-like possession of house and lot,Closed pit,1,"Lake, river, rain and others",1,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
68495, ARMM,51223,Enterpreneurial Activities,0,31833,27248,1539,5014,1786,2532,240,0,1365,1485,12708,6000,75,2160,900,1812,4128,1000,0,59000,Male,37,Married,First Year High School,With Job/Business,Inland and coastal waters fishermen,Self-employed wihout any employee,Single Family,6,0,4,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,17,2,Own or owner-like possession of house and lot,Closed pit,1,"Lake, river, rain and others",1,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
86830, ARMM,59724,Enterpreneurial Activities,1,30812,26052,2086,4297,1860,3427,2880,0,2275,1250,12210,6000,65,2880,600,406,3372,1000,47700,78800,Male,64,Married,Grade 3,With Job/Business,Corn farmers,Self-employed wihout any employee,Single Family,5,0,3,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,25,29,2,Own or owner-like possession of house and lot,Closed pit,1,"Lake, river, rain and others",1,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
71680, ARMM,39637,Enterpreneurial Activities,0,16127,12900,2737,2752,1684,2552,3300,0,910,1070,10734,6000,50,2880,720,8450,3792,350,0,63900,Male,29,Married,Second Year College,With Job/Business,General managers/managing proprietors in wholesale and retail trade,Self-employed wihout any employee,Single Family,4,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,25,16,2,Own or owner-like possession of house and lot,Closed pit,1,"Lake, river, rain and others",1,0,0,0,0,0,0,0,2,0,0,0,0,ARMM
63565, ARMM,42826,Enterpreneurial Activities,1,21721,10010,1539,5488,1783,3088,300,0,455,910,10656,5400,60,2160,540,406,2436,1000,0,54200,Male,66,Married,No Grade Completed,With Job/Business,Inland and coastal waters fishermen,Self-employed wihout any employee,Single Family,4,0,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,25,31,1,Own or owner-like possession of house and lot,Closed pit,1,"Lake, river, rain and others",1,0,0,0,0,0,0,0,1,0,0,0,0,ARMM
